labels,동영상 제목,댓글,댓글 작성일,PRO
2,"하이퍼버닝 템세팅은 어떻게 하나요? [메이플스토리, 페이지]",찐뉴비입장에서 보기엔 적합 하지 않은 영상이네요.. 몇 억씩 계속 장비 구입하시는데... 일단 현질부터 해야되는 부분이네요.ㅠ 하이퍼버닝으로 주는 장비를 어디까지 강화해서 몇렙까지 사냥쉽게돌수있는지 이런게 있었으면 좋았을텐데 ㅠㅠ,2023-07-07T01:59:50Z,찐뉴비입장에서 보기엔 적합 하지 않은 영상이네요   몇 억씩 계속 장비 구입하시는데    일단 현질부터 해야되는 부분이네요 ㅠ 하이퍼버닝으로 주는 장비를 어디까지 강화해서 몇렙까지 사냥쉽게돌수있는지 이런게 있었으면 좋았을텐데 ㅠㅠ
0,"하이퍼버닝 템세팅은 어떻게 하나요? [메이플스토리, 페이지]",팔라딘 도 장비 잠재옵션 힘퍼뎀 위주로 맞추면 되나요??,2023-07-02T06:39:53Z,팔라딘 도 장비 잠재옵션 힘퍼뎀 위주로 맞추면 되나요  
0,"패치노트#6.3 요점정리 - 판처파우스트, M249 / Tommy Gun 총기 밸런스 등 (PUBG Patch Note #6.3) | 배틀그라운드",카라킨에 8배율이? 1:13,2020-04-05T12:58:03Z,카라킨에 8배율이  1 13
0,"패치노트#6.3 요점정리 - 판처파우스트, M249 / Tommy Gun 총기 밸런스 등 (PUBG Patch Note #6.3) | 배틀그라운드",인사 바꾸라고 해서 바꿔봤음 ... 🙋‍♀️ (+DBS도 보급 상자에서 제외될 예정입니다! 자세한 내용은 패치노트에!! http://abit.ly/patchnote6_3),2020-03-11T08:09:53Z,인사 바꾸라고 해서 바꿔봤음            DBS도 보급 상자에서 제외될 예정입니다  자세한 내용은 패치노트에   http   abit ly patchnote6 3 
0,"패치노트#6.3 요점정리 - 판처파우스트, M249 / Tommy Gun 총기 밸런스 등 (PUBG Patch Note #6.3) | 배틀그라운드",그로자님 만약 납치돼어서 더빙하고있다면 영상 마지막에 당근을 왜처주세요,2020-04-06T00:37:39Z,그로자님 만약 납치돼어서 더빙하고있다면 영상 마지막에 당근을 왜처주세요
0,패치 후 눈 돌아간 로아 유저들 근황;; [로스트아크],"로아는 이게 문제가 아냐..
숙제개념..수직 컨텐츠.
높아져버린 눈높이..세구 18없는 뉴비는 레이드자체가 안되는.-
어쩔수 없든 고.인물 세상.
끝이다..",2023-08-12T08:57:08Z,로아는 이게 문제가 아냐   숙제개념  수직 컨텐츠  높아져버린 눈높이  세구 18없는 뉴비는 레이드자체가 안되는   어쩔수 없든 고 인물 세상  끝이다  
0,"패치 이후 ZD, D, DD슛 너프 사태 분석 - 피파온라인4",ㄴㅎㅇ 짭임?,2023-05-29T21:44:27Z,ㄴㅎㅇ 짭임 
0,"팡이요..사기당하다..먹튀ㅠㅠㅠㅠㅠㅠ [메이플스토리] 팡이요, maplestory",풋풋하시네,2023-09-03T19:02:09Z,풋풋하시네
0,피파온라인4 튕김 및 종료 해결하는 방법은?,계속 튕기면 어떻하나요,2023-09-30T10:46:00Z,계속 튕기면 어떻하나요
0,"파이썬으로 웹게임 해킹하기 튜토리얼, 그리고 구독자분들에게 도움 요청합니다!",ㅇ?,2021-02-28T13:18:05Z,ㅇ 
0,타격감 하면 역시 95,개인적으로 기빼는 시스템은 후속작에도 이어졌으면 좋았을텐데...,2022-10-13T14:46:47Z,개인적으로 기빼는 시스템은 후속작에도 이어졌으면 좋았을텐데   
0,피파온라인3 모든 브금모음(FIFA OLINE 3 BGM ALL 1HOUR),n o s t a l g i a,2023-11-01T12:01:15Z,n o s t a l g i a
1,피파온라인3 모든 브금모음(FIFA OLINE 3 BGM ALL 1HOUR),"time bomb은 ㄹㅇ 남자들의 애국가 아니냐?ㅋㅋㅋㅋㅋㅋㅋ
강남역 한가운데서 틀면 지나가던 남자들 가슴 부여잡고 눈물 뚝뚝 흘림ㅠㅠ",2023-10-28T04:30:22Z,time bomb은 ㄹㅇ 남자들의 애국가 아니냐 ㅋㅋㅋㅋㅋㅋㅋ 강남역 한가운데서 틀면 지나가던 남자들 가슴 부여잡고 눈물 뚝뚝 흘림ㅠㅠ
0,피파온라인3 모든 브금모음(FIFA OLINE 3 BGM ALL 1HOUR),나때는 종합장에 4-3-3 으로 포메이션짜고 그랬다.,2023-10-09T00:59:11Z,나때는 종합장에 4 3 3 으로 포메이션짜고 그랬다 
1,피파온라인3 모든 브금모음(FIFA OLINE 3 BGM ALL 1HOUR),이야 내 돈 2000만원 일년하고 접었었는데 너무 아깝다. 와중에 노래는 너무 좋네,2023-10-30T18:27:58Z,이야 내 돈 2000만원 일년하고 접었었는데 너무 아깝다  와중에 노래는 너무 좋네
0,타격감 지리는 현실게임 카타나!!,방문 하시는  베기장   위치 공유  부탁드립니다   베기장  위치를  좀처럼  찾을수가  없네요,2022-07-26T11:55:27Z,방문 하시는  베기장   위치 공유  부탁드립니다   베기장  위치를  좀처럼  찾을수가  없네요
0,타격감 지리는 모바일게임 와일드본!,왜 몬스터 헌터 느낌이나지....?,2022-06-12T01:00:32Z,왜 몬스터 헌터 느낌이나지     
0,"타격감 오지는 스틱맨 로그라이크 게임, 스킬 개많네ㅋㅋㅋㅋㅋ",하야테승 개웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2023-07-26T15:52:28Z,하야테승 개웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
0,타격감 끝내주는 신작 FPS 게임,풀릿 스펀지 때문에 좀 ㅜ,2023-04-25T02:38:15Z,풀릿 스펀지 때문에 좀 ㅜ
0,타격감 끝내주는 신작 FPS 게임,"뭔가 스피드하게 한판을 즐길수있는 FPS게임이네요^^
정식오픈때엔 어떻게 변해있을지도 궁금해지네요~",2023-03-28T04:40:26Z,뭔가 스피드하게 한판을 즐길수있는 FPS게임이네요   정식오픈때엔 어떻게 변해있을지도 궁금해지네요 
0,타격감 200% 그녀 【러스트】 #Shorts,벌집  안당햇네 ㄲㅂ,2021-05-29T10:04:13Z,벌집  안당햇네 ㄲㅂ
0,클로 최고 데미지가 가장 높은것은 무엇일까? [클래시로얄],그건 dps고,2022-11-06T13:55:06Z,그건 dps고
0,"캐릭터만 남기고 갔단다, 슈퍼피플 섭종",먼 영상마다 댓글이랑 싸우고있는거같지?,2023-10-20T08:06:01Z,먼 영상마다 댓글이랑 싸우고있는거같지 
0,캐릭터 시스템 나오자마자 만렙 찍었습니다!!! 근데 쓸 수 가 없는데요..? [모바일 배그],고급 캐릭터 조각 어떻게 얻어요??,2020-04-23T02:58:39Z,고급 캐릭터 조각 어떻게 얻어요  
0,칼춤 추는 어둠 운영자 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,어통령 탄핵 작업 드갔노 ㅋㅋㅋ,2023-06-16T20:13:44Z,어통령 탄핵 작업 드갔노 ㅋㅋㅋ
0,"칼 꺼낸 메이플, 프리서버 조진다",지려따 미쳐따 🔙 롤🔙 뱃🔙  너무 재미따  음료수 자판기 마냥 뽑아먹기 개꿀이자나@@,2023-10-23T18:27:39Z,지려따 미쳐따   롤  뱃   너무 재미따  음료수 자판기 마냥 뽑아먹기 개꿀이자나  
0,"칼 꺼낸 메이플, 프리서버 조진다",물론 쏘주도 조치만 30살 먹은 양주한병 도 먹어봐야지 않겠어 ? 🍣롤🍣뱃 에서 돈따서 같이먹장,2023-10-23T18:27:39Z,물론 쏘주도 조치만 30살 먹은 양주한병 도 먹어봐야지 않겠어    롤 뱃 에서 돈따서 같이먹장
0,카멘 즉사 패턴에 데미지 1도 없는 전태 워로드 ㅋㅋㅋㅋㅋ [ 로스트아크 ],다음은 눕클이다,2023-10-09T12:57:40Z,다음은 눕클이다
0,카멘 로드 육성 직업 정하기 [로스트아크],"저도 그래서 고민중이네요 ㅋㅋㅋㅋ
새로 마음먹은 난이도 max 알카에 줄지 그나마 최소한의 캐릭 숙련도 있는 스커줄지",2023-10-13T23:53:58Z,저도 그래서 고민중이네요 ㅋㅋㅋㅋ 새로 마음먹은 난이도 max 알카에 줄지 그나마 최소한의 캐릭 숙련도 있는 스커줄지
0,카멘 난이도 및 직업 간 밸런스 문제 [로스트 아크],"음 특화 캐릭인데 스페가 느리다고요? 당연한거 아니에요…? 그리따지면 기본 스페 쿨도 직업마다 다른데 이것도 문제네요 ㅎㅎ

아직 공략 진행중이고 공략이 완전히 보편화되지 않는 시기이니 어려운건 맞습니다만 본인이 깨기힘드니 레이드 벨런스가 잘못되었다?

그럼 신속캐릭으로 하세요 그럼되겠네요

QA팀은 딱 렙으로도 했고 심지어 QA 실장인가는 리퍼에요

체방 특화 문제가 아니란거죠

과거 레이드 게임 보면 퍼클 심한것들은 몇달걸렸어요

이정도면 많이 트렌드가 바뀐거 감안해도 빠른편이에요 

개발사에서 예상한 지표가 아닌대로 흘러가서 너프하는거면 납득갑니다만 그냥 개인이 못 깨서 벨망이다?

터무니없습니다 그럼 지금 4관 트라이하는 분들은 뭐 인간이 아닙니까? 결국 선발대가 한 노력을 일반 유저들이 공략으로 이어받아서 수혜를 보는건데 본인도 선발대로 갔다가 포기해놓고 아아 안되 이건 안돼 시전하는거 솔직히 징징이에요

3관 클리어 불가능? 4관 간사람들은 그럼 버그 쓴건가요 

너무 쉬우면 너무 쉽다 징징
좀 어렵게 내면 이게 벨런스냐 징징
게임이 취향에 안 맞으면 안하면 됩니다.",2023-09-21T11:06:24Z,음 특화 캐릭인데 스페가 느리다고요  당연한거 아니에요   그리따지면 기본 스페 쿨도 직업마다 다른데 이것도 문제네요 ㅎㅎ  아직 공략 진행중이고 공략이 완전히 보편화되지 않는 시기이니 어려운건 맞습니다만 본인이 깨기힘드니 레이드 벨런스가 잘못되었다   그럼 신속캐릭으로 하세요 그럼되겠네요  QA팀은 딱 렙으로도 했고 심지어 QA 실장인가는 리퍼에요  체방 특화 문제가 아니란거죠  과거 레이드 게임 보면 퍼클 심한것들은 몇달걸렸어요  이정도면 많이 트렌드가 바뀐거 감안해도 빠른편이에요   개발사에서 예상한 지표가 아닌대로 흘러가서 너프하는거면 납득갑니다만 그냥 개인이 못 깨서 벨망이다   터무니없습니다 그럼 지금 4관 트라이하는 분들은 뭐 인간이 아닙니까  결국 선발대가 한 노력을 일반 유저들이 공략으로 이어받아서 수혜를 보는건데 본인도 선발대로 갔다가 포기해놓고 아아 안되 이건 안돼 시전하는거 솔직히 징징이에요  3관 클리어 불가능  4관 간사람들은 그럼 버그 쓴건가요   너무 쉬우면 너무 쉽다 징징 좀 어렵게 내면 이게 벨런스냐 징징 게임이 취향에 안 맞으면 안하면 됩니다 
0,카멘 난이도 및 직업 간 밸런스 문제 [로스트 아크],놀랍게도 qa팀은 딱렙 리퍼와 하드를 클리어하였다,2023-09-21T09:16:19Z,놀랍게도 qa팀은 딱렙 리퍼와 하드를 클리어하였다
0,카멘 군단장 나오기 전 8월 9일 밸런스 패치 그리고 지속딜과 한방딜에 대하여 - 포셔의 로스트아크 설명회,창술은 그냥 예외네 헬에서조차 압도적 0티어에 일반레이드 조차  0티어 ㅋㅋ 이번에 너프먹었지만 그래봤자 아직도 극 최상위권이라고 봄. 정규패치에서 너프 더먹거나 패싱하고 다른직업들 상향시킬듯,2023-08-13T20:01:06Z,창술은 그냥 예외네 헬에서조차 압도적 0티어에 일반레이드 조차  0티어 ㅋㅋ 이번에 너프먹었지만 그래봤자 아직도 극 최상위권이라고 봄  정규패치에서 너프 더먹거나 패싱하고 다른직업들 상향시킬듯
0,카멘 'The First 1위 상자' 언박싱 [로스트아크 짹키창],1:30 꿀옵이겠냐고,2023-10-10T09:28:41Z,1 30 꿀옵이겠냐고
0,카데나VS블래스터 6대6 무친 장인챔들의 대결 ㄷㄷ엄청난 타격감! [ VS 타임어택 대전 ],카데나 dpm반영 안되는 크뎀 30퍼 있을때라 확실히 블래보다 더 세네,2022-02-08T03:40:04Z,카데나 dpm반영 안되는 크뎀 30퍼 있을때라 확실히 블래보다 더 세네
0,취미로 가수하는 배그 스트리머 에일리에 대해 알아보자 | 배틀그라운드,김블루 친구님 펍지 일좀 시켜주세요. 스배 핵좀 어떻게...,2023-03-06T12:57:46Z,김블루 친구님 펍지 일좀 시켜주세요  스배 핵좀 어떻게   
0,"추석 유입을 위한 테라버닝 직업추천 [메이플스토리, 페이지]",크리에이터즈 링크입니다 ㅎㅎ 한번씩 다들 부탁드려요! : https://csp.nexon.com/kr/support/creator/register/page%236776,2023-10-02T08:08:08Z,크리에이터즈 링크입니다 ㅎㅎ 한번씩 다들 부탁드려요    https   csp nexon com kr support creator register page 236776
0,"최후의 고대인, 세이지 | 개발자 코멘터리 [검은사막]",닥터스파르타....,2021-03-16T20:59:27Z,닥터스파르타    
0,최초의 방치형 RPG게임ㅋㅋㅋ뉴비가 하면 100% 토합니다ㅋㅋㅋㅋ【몬스터 길들이기】,몬길 이제 섭종 한다고 합니다~,2023-09-06T14:41:41Z,몬길 이제 섭종 한다고 합니다 
0,최장수 게임 바람의나라 2023년 현재의 사냥,⌯비⌯제⌯이⌯벳⌯ 저에게 이런곳을 알게해줘서 너모고마워요~~,2023-08-06T10:35:30Z, 비 제 이 벳  저에게 이런곳을 알게해줘서 너모고마워요  
0,최신 버전! 오로지 성능만 생각한 금액별 공식경기 티어 상승 스쿼드 추천!,요즘 3조정도 나와야 팀갈할맛나네요...,2023-10-24T04:46:53Z,요즘 3조정도 나와야 팀갈할맛나네요   
0,"초월적 힘, 6차 전직 | 메이플스토리 NEW AGE",댓글에 하도 𐎎비𐎎제𐎎이𐎎뱃𐎎 하길래 뭔가해서 봤더만 스트리머들 솔랭하는거에 롤배p팅 할수있는데엿네,2023-10-01T10:41:53Z,댓글에 하도  비 제 이 뱃  하길래 뭔가해서 봤더만 스트리머들 솔랭하는거에 롤배p팅 할수있는데엿네
0,찐 가성비 모먼트 TOP5 피파4,프티도 쓸만 하던데? 챔구간에서 임대로 써봤는데 개좋던데? 교불하기는 아깝긴한데 교가 사는거는 무조건 추천할 듯,2023-11-05T05:06:04Z,프티도 쓸만 하던데  챔구간에서 임대로 써봤는데 개좋던데  교불하기는 아깝긴한데 교가 사는거는 무조건 추천할 듯
0,찐 가성비 모먼트 TOP5 피파4,저 체흐 tc8카붙음,2023-11-04T08:34:32Z,저 체흐 tc8카붙음
0,지브리 감성 좋아하시는 분들께 추천! 제2의 나라,붉은보석 언제나옴,2021-06-16T01:21:23Z,붉은보석 언제나옴
0,주인이 강하면 괴물도 강해져? [괴물몬스터] Catch Monster Battle in minecraft,입이 네개로 벌려지던 몬스터는 따게비 입니다,2023-02-13T02:39:18Z,입이 네개로 벌려지던 몬스터는 따게비 입니다
0,젤다 왕눈 진짜 최대 데미지 뽑아냈습니다 │ 젤다의 전설 왕국의 눈물,부서질것같을때 무기를 던지면 바로 파괴되지않을까요?,2023-07-12T16:17:35Z,부서질것같을때 무기를 던지면 바로 파괴되지않을까요 
0,젤다 왕눈 내구도없는 마스터소드 데미지 190 만들기,아 1.0.0인데..,2023-08-29T21:58:45Z,아 1 0 0인데  
0,"제2의나라, 지브리 작화 넷마블 게임, 코픽마카 / Cross World , Copic marker painting","1등!!!! 늘 재미있는 그림 참 감사합니다
코로나 확진자가 많아서 속상해요ㅠㅠ
그래서 공부도 학교생활도 재미가없고 구입하고 싶은 것도 구입하면 부모님이 뭐라해서 못 구입하고 우아아앙 참 답답한 날을 보내고 있습니다😭😭😭 
다음주면 제 첫 제과점 인턴십이 시작되고 또 제 생일도 다가오는데 아무것도 못하면 어쩌나 걱정입니다 
참고로 올해 목표는 알바 열심히 해서 번 돈으로 겨울왕국2 굿즈를 많이 구입하는 겁니다!!!",2021-04-21T08:12:41Z,1등     늘 재미있는 그림 참 감사합니다 코로나 확진자가 많아서 속상해요ㅠㅠ 그래서 공부도 학교생활도 재미가없고 구입하고 싶은 것도 구입하면 부모님이 뭐라해서 못 구입하고 우아아앙 참 답답한 날을 보내고 있습니다     다음주면 제 첫 제과점 인턴십이 시작되고 또 제 생일도 다가오는데 아무것도 못하면 어쩌나 걱정입니다  참고로 올해 목표는 알바 열심히 해서 번 돈으로 겨울왕국2 굿즈를 많이 구입하는 겁니다   
0,제2의나라 콘텐츠 많이 있지만 너무 없다 게임은 재밌지만 재미가 없다 모바일 게임 유튜버 시점 리뷰,앞으로 나오는 콘테츠들 봐야할듯요...,2021-06-16T10:41:23Z,앞으로 나오는 콘테츠들 봐야할듯요   
0,제2의나라 초보자 스타트 가이드(신규 및 복귀 유저를 위한 기초 가이드),"모바일로도 플레이가 가능한가요?
자동사냥 풀로 돌려야하는 게임인가요?
파티플레이가 필수인가요?

3가지가 궁금합니다",2022-09-02T12:43:48Z,모바일로도 플레이가 가능한가요  자동사냥 풀로 돌려야하는 게임인가요  파티플레이가 필수인가요   3가지가 궁금합니다
0,제2의나라 있는 패키지 몽땅 현질해서 이마젠 장비 뽑기했습니다.. 과금 효율 어떨지 ㄷㄷ;,삼성이 잘나오면 애플은 잘 나오나? 엌ㅋㅋㅋ,2021-06-11T10:28:51Z,삼성이 잘나오면 애플은 잘 나오나  엌ㅋㅋㅋ
0,"제2의나라 무과금 250만 디트! 초보 뉴비를 위한 팁(장비, 후냐, 이마젠 등)","3성10각진자 딜이좋네요 배경3각이랑 차이를 못느낄정도 노강인데도..단지 속성 피해량차이?
ㄷㄷ",2022-02-04T14:04:19Z,3성10각진자 딜이좋네요 배경3각이랑 차이를 못느낄정도 노강인데도  단지 속성 피해량차이  ㄷㄷ
0,"제2의나라 랭커따라잡기 잘~싸우는 PVP 세팅법 !! 장비,이마젠,후냐컴퍼니,시공의 큐브까지!!",음 코나가 2티어 이군요...,2022-01-24T06:07:28Z,음 코나가 2티어 이군요   
0,제2의나라 낚시꾼의상 모자 여기서 의상2개 먹음!,낚시대 장비는요…..,2022-07-31T18:54:07Z,낚시대 장비는요   
0,제2의 나라는 잘 만든 게임이지만 그만큼 아쉬운 게임입니다. [제2의나라 리뷰],근데 좀 하울이랑 비슷한데?,2021-08-18T11:22:20Z,근데 좀 하울이랑 비슷한데 
0,제2의 나라★핵심만★요약 정보★제2의 나라 모르고 가면 게임 바로 삭제할 수 있습니다..,쿠폰 주세요오오오 tlrznf46@naver.com,2021-06-09T13:29:38Z,쿠폰 주세요오오오 tlrznf46 naver com
0,제 계정이 해킹을 당했습니다.. 해킹범이랑 연락을 해봤는데.. 피파모바일,피파모바일 대낙은 처음보넼ㅋㅋㅋㅋㅋ,2023-06-14T07:40:08Z,피파모바일 대낙은 처음보넼ㅋㅋㅋㅋㅋ
