labels,name,theme,동영상 제목,댓글,댓글 작성일,PRO
0,메이플,운영,"[메이플스토리 맑음] 엔젤릭버스터 리마스터 확정! 신규,변경 이벤트 등 오늘 알아두면 좋은 이벤트 일정 및 11월 업데이트 소식 미리보기",101부터 아무것도 안했는데 이벤트로만 육성하면 매일 24시간 풀로 했을 때 몇 되는지 아시는 분 계신가요?,2023-11-08T07:24:05Z,101부터 아무것도 안했는데 이벤트로만 육성하면 매일 24시간 풀로 했을 때 몇 되는지 아시는 분 계신가요 
0,제2의나라,그래픽,빛배경 무기 정말 좋을까? 빛배경 3각성 후기! 저 서버이전했어요! [제2의나라 린느],10각 일반 4강보다 빛배경 3각이 나은지가 더궁금했는데,2021-10-05T03:56:14Z,10각 일반 4강보다 빛배경 3각이 나은지가 더궁금했는데
0,메이플,BM,메이플 어떻게 하냐구요? @==(^0^)@ 따라만 하세요 【하이퍼버닝 10~250 사냥터추천+뉴비가이드】,190 이후 사냥터에서 몬스터들이 쌘건가 몬스터들이 때리는게 너무 아픈데 뭐가 문제일까요,2023-08-23T10:05:00Z,190 이후 사냥터에서 몬스터들이 쌘건가 몬스터들이 때리는게 너무 아픈데 뭐가 문제일까요
0,배틀그라운드,BM,배틀그라운드 마동석 캐릭터 출시 예정,Pcs4 투표 추천은 온제 해주시나요 ??,2021-06-26T05:49:11Z,Pcs4 투표 추천은 온제 해주시나요   
0,메이플,사운드,"자거나 공부할 때 듣기 좋은 메이플 브금 모음 [검은화면,최신버전]",19분에 나오는 노래는 던파 브금 같다..,2023-08-29T19:37:47Z,19분에 나오는 노래는 던파 브금 같다  
0,로스트아크,사운드,[로스트아크｜OST] 쿠크세이튼 테마 - 한밤중의 서커스(Midnight Circus) / LOST ARK Official Soundtrack,"1관문: 장난스러운 bgm, 장난같은 난이도3관문: 심각한 bgm, 매우 심각한 난이도",2023-02-26T17:47:07Z,1관문  장난스러운 bgm  장난같은 난이도 3관문  심각한 bgm  매우 심각한 난이도
0,리니지,그래픽,10억을 쓰셨다구요?? ㅁㅊ법사 사냥 ㄷㄷ 개쩌네..ㅣ카라 리니지m  lineagem 天堂m,1년도 더 전 이지만 이게 어째 10억..지금 저런캐릭 400받을라나,2022-11-07T13:45:25Z,1년도 더 전 이지만 이게 어째 10억   지금 저런캐릭 400받을라나
0,제2의나라,게임성,"제2의나라 랭커따라잡기 잘~싸우는 PVP 세팅법 !! 장비,이마젠,후냐컴퍼니,시공의 큐브까지!!",pvp 패시브스킬이랑 액티브는 어떤거 애용하시나요??,2022-01-19T11:35:36Z,pvp 패시브스킬이랑 액티브는 어떤거 애용하시나요  
0,리니지,게임성,리니지M 영변 소프 불요정VS기사 1:1 PVP영상모음,1~3단계 낮은 스펙의 카배기사랑 1:1 좀 해봤으면 싶었는데.. 아쉽게도 불요 클체 후 지금까지 한 번도 만나보질 못했네요... ㅎㅎ,2020-04-22T05:01:16Z,1단계 3단계 낮은 스펙의 카배기사랑 1 1 좀 해봤으면 싶었는데   아쉽게도 불요 클체 후 지금까지 한 번도 만나보질 못했네요    ㅎㅎ
0,리니지,무소속,"[리니지M] 다계정 팁입니다. 컴퓨터 사양, 창 정렬하는 방법, 운용 방식",Rtx3050 에서 거릅니다 의미가없자나요,2023-09-02T22:03:56Z,Rtx3050 에서 거릅니다 의미가없자나요
0,메이플,운영,리부트에서 재물 획득 비약 수급하는 방법 [메이플/리부트],1캐릭 하매까지 잡고 일보 열심히 돌리고 있는데 레시피가 안나옵니다뭐가 문제 일까요,2022-06-29T06:18:29Z,1캐릭 하매까지 잡고 일보 열심히 돌리고 있는데 레시피가 안나옵니다 뭐가 문제 일까요
0,메이플,운영,[심각도높음] 메이플스토리 운영진 수준;; (넥슨 관계자분들 꼭 보세요),2022년 12월에 이영상보니까 진짜 옛날메이플은 지옥이었네,2022-12-14T03:15:55Z,2022년 12월에 이영상보니까 진짜 옛날메이플은 지옥이었네
0,메이플,BM,메이플 어떻게 하냐구요? @==(^0^)@ 따라만 하세요 【하이퍼버닝 10~250 사냥터추천+뉴비가이드】,234 이후 사냥터가 갑자기 242로 변합니다,2023-08-20T13:58:34Z,234 이후 사냥터가 갑자기 242로 변합니다
0,리니지,운영,"[렌] [리니지M] 11월 24일 업데이트 전 체크리스트 (패치 전 사라지는 것 총정리 / 사전예약, 기사도, 패키지, 제작재료 변경, 용옥, 클래스체인지) 天堂m LineageM",24일이면 화요일인데 업데이트되나욜?,2020-11-23T03:37:21Z,24일이면 화요일인데 업데이트되나욜 
0,메이플,게임성,[메이플스토리 IGNITION] 하이퍼 버닝 - 한계를 넘어선 버닝의 진화,2년뒤 : 만렙 3504년뒤 : 만렙 4006년뒤 : 울트라버닝 300까지 1+2업,2022-07-08T09:11:43Z,2년뒤   만렙 350 4년뒤   만렙 400 6년뒤   울트라버닝 300까지 1 2업
0,제2의나라,게임성,[제2의 나라] 초보자 가이드 1탄!! 빠른 레벨업을 위한 필수 꿀팁 TOP5,38렙에서 뷰포인트 보물찾기 되는거 다했는데 어카쥬 ㅠㅠ,2021-06-24T05:07:45Z,38렙에서 뷰포인트 보물찾기 되는거 다했는데 어카쥬 
0,로스트아크,사운드,"[로스트아크] 빛을 꺼트리는 자, 카멘 (Kamen, The one who extinguishes the light) (3관문, Gate 3) | OST",3관 90줄 되면 장소 바뀌는데 거기 브금 뭔가 있는거같기도하고 거의 안들리는데 브금 있는거겠죠?,2023-09-28T17:10:09Z,3관 90줄 되면 장소 바뀌는데 거기 브금 뭔가 있는거같기도하고 거의 안들리는데 브금 있는거겠죠 
0,리니지,게임성,"[렌] [리니지M] 몬스터 도감 1단계 다이아로 싹 다 밀면 오만렙 찍을 수 있을까? (통제구역, 가기 귀찮은 곳 다이아보상 받고 체크하기 / 전부 다 뚫진 않았음)",3단계까지 전부 완료하면 70렙이래요,2023-04-12T13:00:50Z,3단계까지 전부 완료하면 70렙이래요
0,제2의나라,BM,"제2의나라 무과금 250만 디트! 초보 뉴비를 위한 팁(장비, 후냐, 이마젠 등)",3성10각진자 딜이좋네요 배경3각이랑 차이를 못느낄정도 노강인데도..단지 속성 피해량차이?ㄷㄷ,2022-02-04T14:04:19Z,3성10각진자 딜이좋네요 배경3각이랑 차이를 못느낄정도 노강인데도  단지 속성 피해량차이  ㄷㄷ
0,리니지,사운드,[리니지] 대표 BGM,"3일계정, 엔트열매와 광도들고 잡템노가다, 새로운 3일계정,",2021-10-11T10:26:51Z,3일계정  엔트열매와 광도들고 잡템노가다  새로운 3일계정 
0,검은사막,게임성,펄어비스 검은사막 뉴비의 메인 스토리 여행 1부(생방 편집본),"4~5년전에 접었지만 거점, 공성도하고 그랬는데 스토리는 전혀 몰랏댱",2021-09-02T19:01:06Z,4 5년전에 접었지만 거점  공성도하고 그랬는데 스토리는 전혀 몰랏댱
0,메이플,운영,세글자가 메이플 할 때 쓰는 슈퍼컴은? (라이젠 7800X3D + RTX4080),400만원 짜리를  이벤트로 당첨되신분 부럽다..,2023-06-21T05:06:23Z,400만원 짜리를  이벤트로 당첨되신분 부럽다  
0,리니지,BM,"리니지M 기본만 꾸준히 해도 다이아 수급은 됩니다! (무과금 저스펙, 부계정 다이아 수급 추천 방법) 2022년 최신편!! 天堂M LineageM",45렙 뉴비인데 무슨 고인물 전용 이네,2023-10-02T00:22:43Z,45렙 뉴비인데 무슨 고인물 전용 이네
0,제2의나라,그래픽,"[뚜껑TV]제2의나라 무기 선택 종결 합니다!! 이거 보면 끝 (방어구,악세 포함) 무기 뭐가 좋아?? 3성 무기 써야돼?","4성 배경 4성 기본 불활 쓰는 로그인데 둘이 같은속성은 공격력이 서로 안더해 지더라고요, 그래서 불배경 쓸때는 다른속성 4성 써야함",2021-07-09T04:22:34Z,4성 배경 4성 기본 불활 쓰는 로그인데 둘이 같은속성은 공격력이 서로 안더해 지더라고요  그래서 불배경 쓸때는 다른속성 4성 써야함
0,리니지,그래픽,리니지m 개인혈 만들고 드디어 첫 혈맹 레이드 뛰었습니다.,4캐릭으로 1렙부터 키워온 개인혈 13렙~ 아크모두 나름 쏠쏠 했지만 헬발록 기대되네요,2021-11-01T12:58:41Z,4캐릭으로 1렙부터 키워온 개인혈 13렙  아크모두 나름 쏠쏠 했지만 헬발록 기대되네요
0,검은사막,그래픽,검은사막 세계관요약 서양형 여성캐릭터 직업별 스토리및 설정,ㅠㅠ감기 걸리셨나요..? 목소리가 살짝 변한것 같아서요 ㅠㅠ 영상 잘 보고있습니다 건강 챙기면서 만드세요 ㅠㅠ,2022-12-21T05:40:50Z,감기 걸리셨나요    목소리가 살짝 변한것 같아서요  영상 잘 보고있습니다 건강 챙기면서 만드세요 
0,검은사막,BM,검은사막(BDO) 50-61Lv까지 '육성'을위한 레벨링 추천 사냥터들.,52렙인데 공격력이 89밖에안되는데 어디서 사냥해야하나여,2019-06-12T15:35:22Z,52렙인데 공격력이 89밖에안되는데 어디서 사냥해야하나여
0,리니지,운영,[렌] [리니지M] 드래곤 슬레이어 도끼질 모션 패치로 비주얼 핵상타!! 겁나게 이쁘네요 ㅋㅋㅋ 드슬 광전사를 위한 패치! [캐릭어때] 天堂m LineageM,"790에 구매해서 9악도로 다운그레이드하고, 855에 되팔이 하는 케릭이군요 ㄷㄷ",2020-10-18T10:11:59Z,790에 구매해서 9악도로 다운그레이드하고  855에 되팔이 하는 케릭이군요 ㄷㄷ
0,검은사막,운영,"검은사막 이벤트정리│노드, 사냥/낚시/채집, 전이 등 10월 4일까지",9월 13일부터 10월 4일까지 해당하는 이벤트 내용 중 일부입니다.상시 이벤트는 제외했습니다.,2023-09-13T14:42:28Z,9월 13일부터 10월 4일까지 해당하는 이벤트 내용 중 일부입니다  상시 이벤트는 제외했습니다 
0,리니지,그래픽,[리니지M] 저스펙 80리세 인기 사냥터 정리해봤습니다,거숲 어디서 사냥해야되나요..?너무 캐릭이 멀리 가는데 사냥도 잘안하고..,2023-04-03T22:28:39Z,거숲 어디서 사냥해야되나요   너무 캐릭이 멀리 가는데 사냥도 잘안하고  
0,로스트아크,사운드,[로아] 카멘 퍼클이후 강선이형 반응,bgm 제목이 뭔가여?,2023-10-10T16:57:15Z,bgm 제목이 뭔가여 
0,배틀그라운드,조작,배그 CC무빙 논란 종결,CC무빙 엄지로 불편한사람들은 키보드오른쪽을 아래쪽으로 오게 사선으로 두고 쓰면 편함.괜히 프로들이 괴랄한 모양으로 키보드 놓고 쓰는게아님 ㅋㅋ,2023-11-01T17:28:37Z,CC무빙 엄지로 불편한사람들은 키보드오른쪽을 아래쪽으로 오게 사선으로 두고 쓰면 편함  괜히 프로들이 괴랄한 모양으로 키보드 놓고 쓰는게아님 ㅋㅋ
0,메이플,운영,[한자] 하이퍼버닝 걱정 많으시죠!? 이 영상 하나로 그 걱정 끝내드리겠습니다 (진짜 편하게 하이퍼버닝 레벨260찍는 법!!! 널리널리 소문내십시오!!) [메이플스토리],exp이벤트는 종료된..,2023-07-13T01:13:04Z,exp이벤트는 종료된  
0,검은사막,운영,[검은사막]뉴비때 하면 안될 행동!꼭 시청하세요!+쿠폰코드,FEST AQUI ZPRE SENTMORN INGW ORLD WIDESUPE RADV ENTU RERS유효 만료되었다고 하네용 이벤트가 종료된건가요,2023-08-01T13:34:53Z,FEST AQUI ZPRE SENT  MORN INGW ORLD WIDE  SUPE RADV ENTU RERS 유효 만료되었다고 하네용 이벤트가 종료된건가요
0,제2의나라,BM,제2의나라 선입국  남들보다먼저  100레벨 위치로 완벽히파악하다!)위치짱짱!,NYS37K 친구코드 등록 부탁드려요~ 코스튬받고 같이게임해용ㅎ,2021-06-09T21:25:36Z,NYS37K 친구코드 등록 부탁드려요  코스튬받고 같이게임해용ㅎ
0,검은사막,게임성,검은사막 워리어 PVP BDO Warrior PVP,가능하다면 게임의 비디오 설정을 알려주실 수 있습니까?,2023-07-21T20:33:43Z,가능하다면 게임의 비디오 설정을 알려주실 수 있습니까 
0,검은사막,조작,엥..?닌자 사냥 언제 이렇게 좋아졌냐..? - 검은사막,각닌 사냥 특화좀요 ㅜㅜ,2022-01-01T13:13:25Z,각닌 사냥 특화좀요 
0,제2의나라,BM,"제2의나라 vs 원신, 미호요 이대로 괜찮나.. | 원신유저의 시선으로 비교해봤습니다 | 넷마블의 오픈예정 모바일 게임, 원신에 닿을수 있을까?",갑자기 궁금한점 원신 플스로 하시는 분들 현질 어케해요?,2021-11-08T15:22:38Z,갑자기 궁금한점  원신 플스로 하시는 분들 현질 어케해요 
0,로스트아크,운영,[로스트아크] 2023년 8월 9일 업데이트 내역 살펴보기,갓냥이님 아브 6관 장판복구시간 100초에서 80초로 줄었는데 패치노트엔 누락돼있대여 이다님 방송보면서 실제로 확인함,2023-08-09T06:52:53Z,갓냥이님 아브 6관 장판복구시간 100초에서 80초로 줄었는데 패치노트엔 누락돼있대여 이다님 방송보면서 실제로 확인함
0,로스트아크,운영,[로스트아크] 2023년 9월 13일 업데이트 내역 살펴보기,갓냥이킹로드가 소개하는 갓겜 킹스트갓크,2023-09-13T03:36:32Z,갓냥이킹로드가 소개하는 갓겜 킹스트갓크
0,메이플,그래픽,[기승전모] '코믹 메이플'의 과거와 현재에 대해 알아보자.,"개인적으로 이해가 안되는게 또,있어요. 분명 에아,삐삐는 전작가의 독자적인 캐릭터라고 했었는데 차후에가서는 코메,수학도둑에 당당히 나오는데 이유가 뭘까요?",2023-10-31T16:24:59Z,개인적으로 이해가 안되는게 또 있어요  분명 에아 삐삐는 전작가의 독자적인 캐릭터라고 했었는데 차후에가서는 코메 수학도둑에 당당히 나오는데 이유가 뭘까요 
0,메이플,게임성,키네시스 코어 강화 가이드_메이플스토리,경코잼을 불릿에다가 15개 정도 발랏는데 이걸 경코잼으로 만렙을 찍는게 낫나요 다른걸 올리는게 낫나요??,2023-06-07T03:05:36Z,경코잼을 불릿에다가 15개 정도 발랏는데 이걸 경코잼으로 만렙을 찍는게 낫나요 다른걸 올리는게 낫나요  
0,리니지,운영,"[리니지m] 6주년 이벤트가 시작했습니다. 오늘 시작한 이벤트 간단하게 정리(6월28일, 코인 이동, 홈페이지 이벤트 2개, 오림의흔적등)",공홈이벤트 접속이 안돼요.페북계정인데 로그인비활성화 라는데 페북이상없는데...참나..다른 아시는분 없나요???,2023-06-28T14:23:03Z,공홈이벤트 접속이 안돼요 페북계정인데 로그인비활성화 라는데 페북이상없는데   참나  다른 아시는분 없나요   
0,로스트아크,운영,[로스트아크] 계정 해킹 방지!,구글계정으로 로그인 하는데 그러면 otp를 쓸수가없나요?,2022-03-30T15:59:35Z,구글계정으로 로그인 하는데 그러면 otp를 쓸수가없나요 
0,리니지,그래픽,리니지M 계정거래후 고객번호로 협박하는 사람들에게 쫄지마세요!!【 똘끼 】,구글고번은 엔씨계정이랑 전혀틀려여ㅋㅋ 아툰귀신캐릭도 구글고번있어요 근데 구글이라 신경안쓰자나요,2021-01-22T04:34:23Z,구글고번은 엔씨계정이랑 전혀틀려여ㅋㅋ 아툰귀신캐릭도 구글고번있어요 근데 구글이라 신경안쓰자나요
0,검은사막,사운드,세이지와 음악이 만나다♪ 「세이지」 X  「강형호」 클래스를 초월한 뮤직비디오(30s ver)🎬 ｜검은사막 모바일 Black Desert Mobile,"게임 제목이 검은사막 같은데, 세이지는 게임 주인공 이름인가요?(무식해서 죄송)",2021-10-26T14:06:59Z,게임 제목이 검은사막 같은데  세이지는 게임 주인공 이름인가요  무식해서 죄송 
0,검은사막,그래픽,[검은사막] 새롭게 바뀐 시즌 그리고 부캐육성 방법에 대한 완벽정리!,궁금한게 있는데기존 캐릭으로 퀘스트 한거는새로 캐릭 만들어도 다시는 못하나요?새 캐릭으로 아침의 나라 퀘스트 다시 하고 싶은데…,2023-09-15T15:23:17Z,궁금한게 있는데  기존 캐릭으로 퀘스트 한거는  새로 캐릭 만들어도 다시는 못하나요   새 캐릭으로 아침의 나라 퀘스트 다시 하고 싶은데 
0,검은사막,BM,"[검은사막] 극 혜자이벤트, 530 이벤트 완벽정리! [이벤트 참여방법, 추천 보상, 추천 펄템...]",궁금한게 있습니다. 검사 몹몰이 재미가 떨어져서(어그로 몹 제한) 생활만 하다 접었는데 요즘도 똑같나요?,2023-05-19T23:14:23Z,궁금한게 있습니다  검사 몹몰이 재미가 떨어져서 어그로 몹 제한  생활만 하다 접었는데 요즘도 똑같나요 
